2025-06-12 20:59:29,Workshop,CREATED
2025-06-12 21:08:00,Workshop,CHECKEDIN
2025-06-12 21:08:18,Workshop,CHECKEDOUT
2025-06-12 21:09:31,Workshop,CHECKEDIN
2025-06-12 21:12:15,Workshop,CHECKEDOUT
2025-06-12 21:12:23,Workshop,CHECKEDIN
2025-06-12 21:14:24,Workshop,CHECKEDOUT
2025-06-12 21:14:39,Workshop,CHECKEDIN
2025-06-12 21:14:46,Workshop,CHECKEDOUT
2025-06-12 21:14:54,Workshop,CHECKEDIN
